day,step,clearing_price
1,159,30.421467695473247
1,160,30.421467695473247
1,161,30.421467695473247
1,162,30.421467695473247
1,163,30.421467695473247
1,164,30.421467695473247
1,165,30.421467695473247
1,166,30.421467695473247
1,167,30.421467695473247
1,168,30.421467695473247
1,169,30.421467695473247
1,170,30.421467695473247
1,171,30.421467695473247
1,172,30.421467695473247
1,173,30.421467695473247
1,174,30.421467695473247
1,175,30.421467695473247
1,176,30.421467695473247
1,177,30.421467695473247
1,178,30.421467695473247
1,179,36.28277974025974
1,180,40.963055454545454
1,181,48.83356172284644
1,182,52.24283841346153
1,183,52.24283841346153
1,184,52.24283841346153
1,185,53.197806159695816
1,186,55.668265294117646
1,187,55.668265294117646
1,188,58.05901892857143
1,189,63.0563587394958
1,190,74.71196517094016
1,191,74.71196517094016
1,192,74.71196517094016
1,193,74.71196517094016
1,194,74.71196517094016
1,195,74.71196517094016
1,196,76.46221220588234
1,197,76.46221220588234
1,198,77.88001327835052
1,199,77.88001327835052
1,200,77.88001327835052
1,201,77.88001327835052
1,202,77.88001327835052
1,203,77.88001327835052
1,204,77.88001327835052
1,205,77.88001327835052
1,206,77.88001327835052
1,207,77.88001327835052
1,208,77.88001327835052
1,209,77.88001327835052
1,210,77.88001327835052
1,211,77.88001327835052
1,212,77.88001327835052
1,213,77.88001327835052
1,214,77.88001327835052
1,215,77.88001327835052
1,216,77.88001327835052
1,217,77.88001327835052
1,218,77.88001327835052
1,219,77.88001327835052
1,220,77.88001327835052
1,221,77.88001327835052
1,222,77.88001327835052
1,223,77.88001327835052
1,224,77.88001327835052
1,225,77.88001327835052
1,226,77.88001327835052
1,227,77.88001327835052
1,228,77.88001327835052
1,229,77.88001327835052
1,230,77.88001327835052
1,231,77.88001327835052
1,232,77.88001327835052
1,233,77.88001327835052
1,234,77.88001327835052
1,235,77.88001327835052
1,236,77.88001327835052
1,237,77.88001327835052
1,238,77.88001327835052
1,239,77.88001327835052
1,240,77.88001327835052
1,241,77.88001327835052
1,242,77.88001327835052
1,243,77.88001327835052
1,244,77.88001327835052
1,245,77.88001327835052
1,246,77.88001327835052
1,247,77.88001327835052
1,248,77.88001327835052
1,249,77.88001327835052
1,250,77.88001327835052
1,251,77.88001327835052
1,252,77.88001327835052
1,253,77.88001327835052
1,254,77.88001327835052
1,255,77.88001327835052
1,256,77.88001327835052
1,257,77.88001327835052
1,258,77.88001327835052
1,259,77.88001327835052
1,260,77.88001327835052
1,261,77.88001327835052
1,262,77.88001327835052
1,263,77.88001327835052
1,264,77.88001327835052
1,265,77.88001327835052
1,266,77.88001327835052
1,267,77.88001327835052
1,268,77.88001327835052
1,269,77.88001327835052
1,270,77.88001327835052
1,271,77.88001327835052
1,272,77.88001327835052
1,273,77.88001327835052
1,274,76.70659741092635
1,275,76.70659741092635
1,276,76.70659741092635
1,277,76.46221220588234
1,278,76.46221220588234
1,279,76.46221220588234
1,280,76.46221220588234
1,281,76.46221220588234
1,282,76.46221220588234
1,283,76.46221220588234
1,284,76.46221220588234
1,285,76.46221220588234
1,286,74.71196517094016
1,287,74.71196517094016
